,Name,Description,Old Price,New Price,Discount,Size(s)
134,Smoke Zero Twist Towel 550,"Zero Twist Towel
Excellent absorbency and exceptional softness make our gorgeous collection of zero twist towels the perfect little luxury you can enjoy every day.  
Twist refers to the number of twists per inch of yarn. The lower the amount of twist in a yarn, the more plush the towel will be. Low- or zero-twist fabric can only be constructed from longer staple cotton yarn.
 Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm","PKR 1,650",PKR 990,40,Bath Towel/Bath Sheet
135,Royal Feast T-200 Bed Sheet Set,"Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,750","PKR 2,250",40,Double/King
136,Passion Digital T-20 Quilt Cover Set,"Quilt Cover
Add an update to a traditional style with a jacquard look digital bedding that features a luxurious paisley design. The design is accented with shades of blue along with rich tones of red and purple colors that layers well with any room space. A perfect bedding for master room.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 8,000","PKR 4,800",40,Double/King
137,Passion Digital T-20 Bed Sheet Set,"Sheet Set
Add an update to a traditional style with a jacquard look digital bed sheet that features a luxurious design. The design is accented with shades of blue along with rich tones of red and purple colors that layers well with any room space.
Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 5,000","PKR 3,000",40,Double/King
138,Neon Glory Digital T Quilt Cover Set,"Quilt Cover
Create a dreamy centerpiece of flora, accented with pops of citrus and blush. Transform your bedroom by adding touches of modernism and adventure.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 8,000","PKR 4,800",40,Double/King
139,Neon Glory Digital T Bed Sheet Set,"Sheet Set
This navy blue digitally printed sheet set with neon colored gorgeous floral leaves is all you need to get this winter season to fill your personal space with warmth and comfort. Moreover, this sheet set is without any doubt a striking statement that will enhance your bedroom and create a fresh and unique look for your home.
Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 5,000","PKR 3,000",40,Double/King
140,Smoke Zero Twist Towel 550,"Zero Twist Towel
Excellent absorbency and exceptional softness make our gorgeous collection of zero twist towels the perfect little luxury you can enjoy every day.  
Twist refers to the number of twists per inch of yarn. The lower the amount of twist in a yarn, the more plush the towel will be. Low- or zero-twist fabric can only be constructed from longer staple cotton yarn.
 Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm","PKR 1,650",PKR 990,40,Bath Towel/Bath Sheet
141,Sand Grey Kids Bathrobe,,"PKR 2,850","PKR 1,995",30,6 to 7 Years
142,Crystal Blue Kids Bathrobe,,"PKR 2,850","PKR 1,995",30,6 to 7 Years
143,Crimson Zero Twist Towel 550,"Zero Twist Towel
Excellent absorbency and exceptional softness make our gorgeous collection of zero twist towels the perfect little luxury you can enjoy every day.  
Twist refers to the number of twists per inch of yarn. The lower the amount of twist in a yarn, the more plush the towel will be. Low- or zero-twist fabric can only be constructed from longer staple cotton yarn.
 Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 800,PKR 480,40,Hand Towel/Bath Towel
144,Golden Zero Twist Towel 550,"Zero Twist Towel
Excellent absorbency and exceptional softness make our gorgeous collection of zero twist towels the perfect little luxury you can enjoy every day.  
Twist refers to the number of twists per inch of yarn. The lower the amount of twist in a yarn, the more plush the towel will be. Low- or zero-twist fabric can only be constructed from longer staple cotton yarn.
 Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 800,PKR 480,40,Hand Towel/Bath Towel/Bath Sheet
145,Copper Zero Twist Towel 550,"Zero Twist Towel
Excellent absorbency and exceptional softness make our gorgeous collection of zero twist towels the perfect little luxury you can enjoy every day.  
Twist refers to the number of twists per inch of yarn. The lower the amount of twist in a yarn, the more plush the towel will be. Low- or zero-twist fabric can only be constructed from longer staple cotton yarn.
 Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 800,PKR 480,40,Hand Towel/Bath Towel/Bath Sheet
146,Cyan Zero Twist Towel 550,"Zero Twist Towel
Excellent absorbency and exceptional softness make our gorgeous collection of zero twist towels the perfect little luxury you can enjoy every day.  
Twist refers to the number of twists per inch of yarn. The lower the amount of twist in a yarn, the more plush the towel will be. Low- or zero-twist fabric can only be constructed from longer staple cotton yarn.
 Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 800,PKR 480,40,Hand Towel/Bath Towel/Bath Sheet
147,Forest Zero Twist Towel 550,"Zero Twist Towel
Excellent absorbency and exceptional softness make our gorgeous collection of zero twist towels the perfect little luxury you can enjoy every day.  
Twist refers to the number of twists per inch of yarn. The lower the amount of twist in a yarn, the more plush the towel will be. Low- or zero-twist fabric can only be constructed from longer staple cotton yarn.
 Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 800,PKR 480,40,Hand Towel/Bath Towel/Bath Sheet
148,Dew Bamboo Towel 600 Gsm,"Bamboo Towel
Irresistibly soft bamboo towel collection will take you to a new level of relaxation.  
Bamboo fiber absorption is superior to cotton and its softness is incomparable. It is a unique combination of softness and luxury. Occasionally you may notice a few loose threads on towels-this is normal and inherent to the bamboo fiber, simply trim the threads with sharp scissors to prevent your towels from being snagged and damaged.
 Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 800,PKR 400,50,Hand Towel/Bath Sheet
149,Lavender Bamboo Towel 600 Gsm,"Bamboo Towel
Irresistibly soft bamboo towel collection will take you to a new level of relaxation.  
Bamboo fiber absorption is superior to cotton and its softness is incomparable. It is a unique combination of softness and luxury. Occasionally you may notice a few loose threads on towels-this is normal and inherent to the bamboo fiber, simply trim the threads with sharp scissors to prevent your towels from being snagged and damaged.
 Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 800,PKR 400,50,Hand Towel/Bath Sheet
150,Green Bamboo Towel 600 Gsm,"Bamboo Towel
Irresistibly soft bamboo towel collection will take you to a new level of relaxation.  
Bamboo fiber absorption is superior to cotton and its softness is incomparable. It is a unique combination of softness and luxury. Occasionally you may notice a few loose threads on towels-this is normal and inherent to the bamboo fiber, simply trim the threads with sharp scissors to prevent your towels from being snagged and damaged.
 Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 800,PKR 400,50,Hand Towel/Bath Sheet
151,Sand Bamboo Towel 600 Gsm,"Bamboo Towel
Irresistibly soft bamboo towel collection will take you to a new level of relaxation.  
Bamboo fiber absorption is superior to cotton and its softness is incomparable. It is a unique combination of softness and luxury. Occasionally you may notice a few loose threads on towels-this is normal and inherent to the bamboo fiber, simply trim the threads with sharp scissors to prevent your towels from being snagged and damaged.
 Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 800,PKR 400,50,Hand Towel/Bath Sheet
152,Purple Bamboo Towel 600 Gsm,"Bamboo Towel
Irresistibly soft bamboo towel collection will take you to a new level of relaxation.  
Bamboo fiber absorption is superior to cotton and its softness is incomparable. It is a unique combination of softness and luxury. Occasionally you may notice a few loose threads on towels-this is normal and inherent to the bamboo fiber, simply trim the threads with sharp scissors to prevent your towels from being snagged and damaged.
 Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm","PKR 1,650",PKR 825,50,Bath Towel/Bath Sheet
153,Graphite Bamboo Towel 600 Gsm,"Bamboo Towel
Irresistibly soft bamboo towel collection will take you to a new level of relaxation.  
Bamboo fiber absorption is superior to cotton and its softness is incomparable. It is a unique combination of softness and luxury. Occasionally you may notice a few loose threads on towels-this is normal and inherent to the bamboo fiber, simply trim the threads with sharp scissors to prevent your towels from being snagged and damaged.
 Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 800,PKR 400,50,Hand Towel/Bath Towel
154,Uzbek Suzani T-200 Bed Throw,"Bed Throw:
Package Includes:

1 Bed Throw

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 7,000","PKR 4,900",30,Double
155,Folk Flare T-150 Bed Sheet Set,"Folk Flare Sheet Set
Energize your bed with the traditional Paisley inspired folk flare bed sheet. This beautiful design displays a paisley pattern in stripes that will complement just about any bedroom. This bedding set will make a major improvement to your room's style and comfort.
Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,800","PKR 1,080",40,Double/Single
156,Brown Matelasse Blanket,"Cotton Bed Throw (Matelassé)
Dress your bed with our refreshed and updated cotton matelassé weave for a frothy, soft look, texture and hand feel.","PKR 4,000","PKR 2,800",30,Double
157,Grey Matelasse Blanket 19,"Cotton Bed Throw (Matelassé)
Dress your bed with our refreshed and updated cotton matelassé weave for a frothy, soft look, texture and hand feel.","PKR 4,000","PKR 2,800",30,Double
158,Aqua Matelasse Blanket,"Cotton Bed Throw (Matelassé)
Dress your bed with our refreshed and updated cotton matelassé weave for a frothy, soft look, texture and hand feel.","PKR 4,000","PKR 2,800",30,Double
159,Cream Popcorn Fleece Throw,"Popcorn Fleece:
Super-soft, popcorn textured fleece throws are used for softness and warmth, especially while sleeping. They are made from a synthetic polyester blend. The polyester material helps the blanket to wick away moisture, keeping the area dry.
The cushy quality of this fleece combined with the nubby texture provides delightful tactile experience.","PKR 5,500","PKR 4,400",20,Double
160,Lilac Popcorn Fleece Throw,"Popcorn Fleece:
Super-soft, popcorn textured fleece throws are used for softness and warmth, especially while sleeping. They are made from a synthetic polyester blend. The polyester material helps the blanket to wick away moisture, keeping the area dry.
The cushy quality of this fleece combined with the nubby texture provides delightful tactile experience.","PKR 5,500","PKR 4,400",20,Double
161,Red Popcorn Fleece Throw,"Popcorn Fleece:
Super-soft, popcorn textured fleece throws are used for softness and warmth, especially while sleeping. They are made from a synthetic polyester blend. The polyester material helps the blanket to wick away moisture, keeping the area dry.
The cushy quality of this fleece combined with the nubby texture provides delightful tactile experience.","PKR 5,500","PKR 4,400",20,Double
162,Aqua T-200 Emb Quilt Cover Set,"Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 11,830","PKR 7,098",40,Double/King
163,Aqua T-200 Bed Sheet Set,"Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,870","PKR 2,322",40,Double/King
164,Uzbek Suzani T-200 Quilt Cover Set,"Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 6,500","PKR 3,900",40,Double/King
165,Uzbek Suzani T-200 Bed Sheet Set,"Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,750","PKR 2,250",40,Double/King
166,Tropical T-150 Bed Throw,"Bed Throw:
Package Includes:

1 Bed Throw

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 5,300","PKR 2,650",50,Double
167,Dotted T-400 Emb Quilt Cover Set,"Royal Signature Collection T-400
Indulgently soft sateen weave bedding feels almost heavenly with 100% cotton, our signature embroidered duvet cover set that offers a classic aesthetic appeal to match any style of décor. Available in luxurious colors, which make your room comfortable yet elegant
EXTRAVAGANTLY SOFT AND COMFORTABLE EMBROIDERED SERIES
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 14,300","PKR 10,010",30,Double/King
168,Dotted T-400 Emb Bed Sheet Set,"Royal Signature Collection T-400
Indulgently soft sateen weave bedding feels almost heavenly with 100% cotton, our signature embroidered bedding that offers a classic aesthetic appeal to match any style of décor. Available in luxurious colors, which make your room comfortable yet elegant
EXTRAVAGANTLY SOFT AND COMFORTABLE EMBROIDERED SERIES
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 5,800","PKR 4,060",30,Double/King
169,Latte T-200 Bed Sheet Set,"Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,870","PKR 2,322",40,Double
170,Peacock Digital Cushion Cover 19,"Digital Cushion Covers
Make yourself the coziest corner to sit in with a blend of comfort and sophistication. This collection features a beautiful array of cushion covers, which are exquisite, pretty and will add that charm to create the perfect corner.
Size:

Square: 46x46",PKR 900,PKR 630,30,Square Cushion 46X46
171,Tropical T-150 Bed Sheet Set,"Tropical Sheet Set
This modern sheet set which will uplift your spirit, is all about bringing the nature feel to your room space with palm trees getting overlapped with triangular color blockings.
Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 2,600","PKR 1,560",40,Double
172,Multi Quilt Cover Set Tropical T-150,"tropical Quilt Cover
A modern contemporary bedding with tropical feel. With pops of colorful palm trees, our elegant Tropical bedding lifts your spirits and brings a tropical vibe to your bedroom. The motifs overlay each other creating a rich, patterned effect over multi-color bands The bedding will wow you and will lift your room space.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 4,550","PKR 2,730",40,Double
173,Multi Quilt Cover Set Tangerine T-150,"Tangerine Quilt Cover
Taking inspiration from traditional print design, the Tangerine Quilt set captures an effortless sophistication and modern style for any bedroom. This luxuriously sophisticated bedding will bring a touch of glamour to your bedroom.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 3,550","PKR 2,130",40,Single
174,Multi Bed Sheet Set Vintage Flora T-200,"Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,100","PKR 1,860",40,Double/Single/King
175,Multi Bed Sheet Set Indigo Damask T-200,"Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,100","PKR 1,860",40,Double/Single/King
176,Multi Bed Sheet Set Blush T-200 Digital,"Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,100","PKR 1,860",40,Double/Single/King
177,Mauve Bed Sheet Set DYED EMB T-150,"Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,850","PKR 2,310",40,King
178,Ash Blue Bed Sheet Set DYED EMB T-150,"Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,650","PKR 2,190",40,Double/King
179,Beige Bed Sheet Set DYED EMB T-150,"Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,650","PKR 2,190",40,Double/King
180,Pebble Combed Viscose Towel,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel/Bath Towel/Bath Sheet
181,Desert Sage Combed Viscose Towel,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel
182,Artisan's Gold Combed Viscose Towel,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel/Bath Towel
183,Blue Curacao Combed Viscose Towel,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel/Bath Towel/Bath Sheet
184,Bleached Denim Combed Viscose Towel,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel/Bath Towel
185,Malaga Combed Viscose Towel,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel/Bath Towel/Bath Sheet
186,Forest Grey Combed Viscose Towel,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm","PKR 1,400",PKR 700,50,Bath Towel/Bath Sheet
187,Cream Combed Viscose Towel,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel/Bath Towel
188,Ocean Depth Combed Viscose Towel,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel/Bath Towel
189,Vineyard Wine Combed Viscose Towel,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 700,PKR 350,50,Hand Towel/Bath Towel
190,Baroque T-400 Emb Quilt Cover Set,"Royal Signature Collection T-400
Indulgently soft sateen weave bedding feels almost heavenly with 100% cotton, our signature embroidered duvet cover set that offers a classic aesthetic appeal to match any style of décor. Available in luxurious colors, which make your room comfortable yet elegant.
EXTRAVAGNTLY SOFT AND COMFORTABLE EMBROIDERED SERIES
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 14,300","PKR 10,010",30,Double
191,Lace T-400 Emb Quilt Cover Set,"Royal Signature Collection T-400
Indulgently soft sateen weave bedding feels almost heavenly with 100% cotton, our signature embroidered duvet cover set that offers a classic aesthetic appeal to match any style of décor. Available in luxurious colors, which make your room comfortable yet elegant.
EXTRAVAGNTLY SOFT AND COMFORTABLE EMBROIDERED SERIES
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 14,300","PKR 10,010",30,Double
192,Lace T-400 Emb Bed Sheet Set,"Royal Signature Collection T-400
Indulgently soft sateen weave bedding feels almost heavenly with 100% cotton, our signature embroidered bedding that offers a classic aesthetic appeal to match any style of décor. Available in luxurious colors, which make your room comfortable yet elegant.
EXTRAVAGANTLY SOFT AND COMFORTABLE EMBROIDERED SERIES
Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 6,300","PKR 4,410",30,King
193,Insignia T-300 Quilt Cover Set,"Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 7,650","PKR 5,355",30,Double/King
194,Insignia T-300 Bed Sheet Set,"Bed Sheet Set:
Features:

100% Cotton
Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 5,500","PKR 3,300",40,King
195,Peach Embossed Jacquard Bed Set,"Embossed Jacquard Bedding:
This 3D Embossed Jacquard Bedding ensembles create a regal, romantic and luxurious look in the bedroom. These beddings are available in wide range of colors and styles and are made to complement an elegant majestic bedroom theme. Create a stylish and opulent ambience for the guest room, master bedroom or other sleeping space by making jacquard bedding a part of your room décor.
Package Includes:

1 Bedcover- 240x260 cm
2 Pillow covers - 48x76 cm
2 Cushion covers - 46x46 cm","PKR 17,000","PKR 11,900",30,Double
196,Grape Embossed Jacquard Bed Set,"Embossed Jacquard Bedding:
This 3D Embossed Jacquard Bedding ensembles create a regal, romantic and luxurious look in the bedroom. These beddings are available in wide range of colors and styles and are made to complement an elegant majestic bedroom theme. Create a stylish and opulent ambience for the guest room, master bedroom or other sleeping space by making jacquard bedding a part of your room décor.
Package Includes:

1 Bedcover- 240x260 cm
2 Pillow covers - 48x76 cm
2 Cushion covers - 46x46 cm","PKR 17,000","PKR 11,900",30,Double
197,Raisin Embossed Jacquard Bed Set,"Embossed Jacquard Bedding:
This 3D Embossed Jacquard Bedding ensembles create a regal, romantic and luxurious look in the bedroom. These beddings are available in wide range of colors and styles and are made to compliment an elegant majestic bedroom theme. Create a stylish and opulent ambience for the guest room, master bedroom or other sleeping space by making jacquard bedding a part of your room décor.
Package Includes:

1 Bedcover- 240x260 cm
2 Pillow covers - 48x76 cm
2 Cushion covers - 46x46 cm","PKR 17,000","PKR 11,900",30,Double
198,Navajo T-400 Embroidered Quilt Cover Set,"Royal Signature Collection T-400
Indulgently soft sateen weave bedding feels almost heavenly with 100% cotton, our signature embroidered duvet cover set that offers a classic aesthetic appeal to match any style of décor. Available in luxurious colors, which make your room comfortable yet elegant.
EXTRAVAGNTLY SOFT AND COMFORTABLE EMBROIDERED SERIES
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 14,300","PKR 10,010",30,Double/King
199,SS19-040 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,100","PKR 1,550",50,King
